customer_id,recency,frequency,monetary,avg_purchase_value,avg_time_on_site,avg_clicks,recency_score,frequency_score,monetary_score,rfm_score,rfm_value,cluster,segment,segment_description
10128,2,3,281.44,93.81333333333333,226.53333333333333,10.666666666666666,5,5,4,554,14,5,Occasional Buyers,Average customers - Opportunity for targeted campaigns
10129,4,1,56.8,56.8,21.8,10.0,4,1,1,411,6,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
10130,5,1,82.14,82.14,8.5,8.0,3,1,2,312,6,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
10135,1,1,26.65,26.65,59.0,8.0,5,1,1,511,7,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
10136,2,1,203.73,203.73,506.0,21.0,5,1,3,513,9,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
10140,7,1,52.74,52.74,9.2,8.0,3,1,1,311,5,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10141,2,1,9.01,9.01,530.0,6.0,5,1,1,511,7,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
10144,9,1,8.91,8.91,7.5,6.0,1,1,1,111,3,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10149,8,1,128.31,128.31,9.1,14.0,2,1,2,212,5,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10151,2,1,104.3,104.3,535.0,11.0,5,1,2,512,8,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
10157,7,1,89.24,89.24,16.7,8.0,3,1,2,312,6,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10158,5,1,9.91,9.91,34.1,7.0,3,1,1,311,5,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
10159,7,1,25.89,25.89,12.9,7.0,3,1,1,311,5,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10166,2,2,336.03999999999996,168.01999999999998,274.7,15.5,5,4,4,544,13,5,Occasional Buyers,Average customers - Opportunity for targeted campaigns
10168,9,1,60.04,60.04,8.7,10.0,1,1,2,112,4,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10170,1,1,25.52,25.52,15.2,8.0,5,1,1,511,7,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
10172,1,1,87.57,87.57,24.9,13.0,5,1,2,512,8,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
10173,7,1,148.64,148.64,11.2,10.0,3,1,3,313,7,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10174,9,1,16.46,16.46,5.6,7.0,1,1,1,111,3,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10175,4,1,2.13,2.13,7.0,6.0,4,1,1,411,6,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
10176,7,1,306.84,306.84,39.5,18.0,3,1,4,314,8,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10179,7,1,437.72,437.72,46.3,45.0,3,1,5,315,9,1,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10180,1,1,28.99,28.99,12.7,7.0,5,1,1,511,7,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
10181,1,2,137.26999999999998,68.63499999999999,18.1,11.0,5,4,3,543,12,5,Occasional Buyers,Average customers - Opportunity for targeted campaigns
10182,3,2,310.14,155.07,37.3,9.5,4,4,4,444,12,5,Occasional Buyers,Average customers - Opportunity for targeted campaigns
10183,5,1,186.08,186.08,29.3,24.0,3,1,3,313,7,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
10185,4,1,97.07,97.07,23.0,8.0,4,1,2,412,7,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
10190,7,1,469.83,469.83,29.9,47.0,3,1,5,315,9,1,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10192,7,1,7.73,7.73,16.8,7.0,3,1,1,311,5,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10200,7,1,367.38,367.38,48.2,30.0,3,1,4,314,8,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10201,1,2,307.84000000000003,153.92000000000002,21.75,14.5,5,4,4,544,13,5,Occasional Buyers,Average customers - Opportunity for targeted campaigns
10207,5,2,307.86,153.93,19.55,13.5,3,4,4,344,11,0,Loyal Customers,Consistent buyers with high spending - Great for retention programs
10211,1,1,37.87,37.87,71.8,8.0,5,1,1,511,7,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
10213,5,1,12.98,12.98,4.6,7.0,3,1,1,311,5,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
10214,5,2,624.63,312.315,32.8,14.5,3,4,5,345,12,0,Loyal Customers,Consistent buyers with high spending - Great for retention programs
10218,10,1,118.61,118.61,14.9,8.0,1,1,2,112,4,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10224,7,1,163.67,163.67,46.3,20.0,3,1,3,313,7,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10226,3,1,19.61,19.61,25.4,6.0,4,1,1,411,6,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
10227,2,1,97.81,97.81,589.0,14.0,5,1,2,512,8,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
10228,4,1,37.0,37.0,43.2,7.0,4,1,1,411,6,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
10229,3,1,299.59,299.59,37.4,20.0,4,1,4,414,9,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
10231,7,1,99.92,99.92,29.3,12.0,3,1,2,312,6,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10235,9,1,10.79,10.79,3.2,6.0,1,1,1,111,3,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10237,5,1,437.63,437.63,29.0,37.0,3,1,5,315,9,1,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10244,5,2,603.28,301.64,28.200000000000003,14.0,3,4,5,345,12,0,Loyal Customers,Consistent buyers with high spending - Great for retention programs
10246,5,1,72.1,72.1,13.8,7.0,3,1,2,312,6,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
10254,1,1,250.73,250.73,19.0,29.0,5,1,4,514,10,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
10257,1,1,235.19,235.19,42.3,8.0,5,1,3,513,9,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
10260,7,1,27.13,27.13,4.8,7.0,3,1,1,311,5,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10261,5,1,426.72,426.72,46.8,8.0,3,1,5,315,9,1,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10263,2,1,43.81,43.81,580.0,6.0,5,1,1,511,7,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
10265,7,1,92.8,92.8,55.0,14.0,3,1,2,312,6,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10266,1,1,51.31,51.31,13.5,10.0,5,1,1,511,7,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
10269,2,1,18.62,18.62,536.0,7.0,5,1,1,511,7,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
10270,7,2,585.99,292.995,31.8,9.5,3,4,5,345,12,0,Loyal Customers,Consistent buyers with high spending - Great for retention programs
10271,3,1,9.59,9.59,17.4,7.0,4,1,1,411,6,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
10272,7,1,389.08,389.08,39.3,38.0,3,1,4,314,8,1,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10275,7,1,685.05,685.05,51.0,70.0,3,1,5,315,9,1,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10276,9,1,164.6,164.6,31.0,8.0,1,1,3,113,5,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10277,1,1,329.84,329.84,22.9,12.0,5,1,4,514,10,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
10280,5,1,302.82,302.82,32.4,33.0,3,1,4,314,8,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
10284,10,1,314.12,314.12,38.1,13.0,1,1,4,114,6,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10285,3,1,24.98,24.98,23.9,8.0,4,1,1,411,6,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
10286,7,2,442.23,221.115,16.9,21.0,3,4,5,345,12,0,Loyal Customers,Consistent buyers with high spending - Great for retention programs
10291,1,1,144.35,144.35,19.2,19.0,5,1,3,513,9,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
10293,6,1,2.37,2.37,3.9,6.0,3,1,1,311,5,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10294,7,1,8.25,8.25,48.6,7.0,3,1,1,311,5,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10298,7,2,309.42,154.71,16.7,15.5,3,4,4,344,11,0,Loyal Customers,Consistent buyers with high spending - Great for retention programs
10299,2,1,170.08,170.08,567.0,18.0,5,1,3,513,9,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
10301,1,2,88.35,44.175,8.7,7.5,5,4,2,542,11,5,Occasional Buyers,Average customers - Opportunity for targeted campaigns
10302,10,1,91.08,91.08,27.4,13.0,1,1,2,112,4,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10305,7,1,11.3,11.3,26.2,7.0,3,1,1,311,5,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10308,8,1,230.14,230.14,31.0,19.0,2,1,3,213,6,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10309,3,1,195.77,195.77,19.1,22.0,4,1,3,413,8,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
10310,7,1,198.98,198.98,8.8,13.0,3,1,3,313,7,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10318,3,1,444.06,444.06,17.8,16.0,4,1,5,415,10,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
10328,5,2,552.73,276.365,18.450000000000003,14.0,3,4,5,345,12,0,Loyal Customers,Consistent buyers with high spending - Great for retention programs
10329,7,1,24.18,24.18,4.4,8.0,3,1,1,311,5,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10330,1,1,98.57,98.57,32.7,15.0,5,1,2,512,8,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
10334,9,2,281.7,140.85,17.45,18.5,1,4,4,144,9,0,Loyal Customers,Consistent buyers with high spending - Great for retention programs
10336,7,1,63.42,63.42,9.0,6.0,3,1,2,312,6,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10337,5,1,332.02,332.02,47.5,11.0,3,1,4,314,8,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
10338,2,1,133.07,133.07,561.0,11.0,5,1,3,513,9,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
10343,9,1,284.95,284.95,4.8,9.0,1,1,4,114,6,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10345,7,1,408.61,408.61,49.1,11.0,3,1,4,314,8,1,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10346,4,1,349.41,349.41,26.5,28.0,4,1,4,414,9,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
10351,2,1,378.56,378.56,624.0,37.0,5,1,4,514,10,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
10352,2,1,458.13,458.13,607.0,24.0,5,1,5,515,11,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
10355,7,1,52.31,52.31,6.2,10.0,3,1,1,311,5,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10359,7,1,351.81,351.81,40.5,40.0,3,1,4,314,8,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10360,7,1,52.24,52.24,21.6,7.0,3,1,1,311,5,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10361,9,1,285.26,285.26,51.7,7.0,1,1,4,114,6,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10364,3,1,105.1,105.1,19.2,15.0,4,1,2,412,7,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
10365,3,1,167.27,167.27,22.1,19.0,4,1,3,413,8,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
10367,4,1,303.36,303.36,40.1,22.0,4,1,4,414,9,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
10370,7,1,201.36,201.36,15.6,12.0,3,1,3,313,7,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10371,9,1,51.74,51.74,13.4,9.0,1,1,1,111,3,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10373,1,2,311.45,155.725,15.05,9.0,5,4,4,544,13,5,Occasional Buyers,Average customers - Opportunity for targeted campaigns
10375,7,1,170.76,170.76,14.0,22.0,3,1,3,313,7,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10376,10,1,394.74,394.74,36.5,33.0,1,1,4,114,6,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10382,9,1,97.01,97.01,43.3,10.0,1,1,2,112,4,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10384,8,1,22.51,22.51,7.8,7.0,2,1,1,211,4,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10385,7,1,23.28,23.28,33.5,8.0,3,1,1,311,5,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10386,3,2,404.01,202.005,52.0,5.0,4,4,4,444,12,5,Occasional Buyers,Average customers - Opportunity for targeted campaigns
10387,2,1,162.01,162.01,530.0,15.0,5,1,3,513,9,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
10389,2,1,8.44,8.44,538.0,6.0,5,1,1,511,7,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
10395,7,1,328.36,328.36,17.9,20.0,3,1,4,314,8,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10396,1,1,49.19,49.19,59.8,8.0,5,1,1,511,7,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
10399,4,2,395.38,197.69,17.35,10.0,4,4,4,444,12,5,Occasional Buyers,Average customers - Opportunity for targeted campaigns
10400,10,1,141.45,141.45,40.4,11.0,1,1,3,113,5,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10401,4,1,121.02,121.02,26.2,11.0,4,1,2,412,7,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
10403,7,1,458.2,458.2,44.7,22.0,3,1,5,315,9,1,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10404,7,2,55.41,27.705,57.0,8.0,3,4,1,341,8,0,Loyal Customers,Consistent buyers with high spending - Great for retention programs
10406,9,1,88.77,88.77,6.9,9.0,1,1,2,112,4,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10407,6,1,0.29,0.29,4.9,6.0,3,1,1,311,5,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10408,7,1,249.17,249.17,20.7,23.0,3,1,4,314,8,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10411,7,1,0.4,0.4,7.2,6.0,3,1,1,311,5,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10412,10,1,500.27,500.27,32.5,7.0,1,1,5,115,7,1,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10414,4,2,220.07,110.035,4.35,12.0,4,4,3,443,11,5,Occasional Buyers,Average customers - Opportunity for targeted campaigns
10415,10,1,133.87,133.87,18.8,14.0,1,1,3,113,5,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10417,4,1,473.22,473.22,38.2,11.0,4,1,5,415,10,1,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10420,7,1,586.71,586.71,10.0,11.0,3,1,5,315,9,1,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10421,7,1,60.48,60.48,17.0,8.0,3,1,2,312,6,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10422,7,1,15.72,15.72,59.1,7.0,3,1,1,311,5,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10425,4,1,68.24,68.24,8.3,10.0,4,1,2,412,7,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
10426,7,1,6.03,6.03,67.1,6.0,3,1,1,311,5,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10429,10,1,3.79,3.79,6.7,6.0,1,1,1,111,3,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10434,2,3,208.74,69.58,201.96666666666667,7.666666666666667,5,5,3,553,13,5,Occasional Buyers,Average customers - Opportunity for targeted campaigns
10436,2,4,778.74,194.685,191.8,12.75,5,5,5,555,15,3,Champions,"Best customers - Buy frequently, spend the most, and purchased recently"
10437,3,1,84.76,84.76,20.2,10.0,4,1,2,412,7,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
10440,7,1,394.63,394.63,12.3,40.0,3,1,4,314,8,1,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10441,7,2,1209.89,604.945,62.400000000000006,35.5,3,4,5,345,12,3,Champions,"Best customers - Buy frequently, spend the most, and purchased recently"
10448,7,1,44.31,44.31,7.7,8.0,3,1,1,311,5,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10453,5,1,68.67,68.67,4.8,11.0,3,1,2,312,6,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
10454,3,1,321.89,321.89,12.5,26.0,4,1,4,414,9,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
10456,5,2,349.89000000000004,174.94500000000002,22.5,12.0,3,4,4,344,11,0,Loyal Customers,Consistent buyers with high spending - Great for retention programs
10457,7,2,282.66,141.33,24.1,16.5,3,4,4,344,11,0,Loyal Customers,Consistent buyers with high spending - Great for retention programs
10460,7,2,147.65,73.825,26.0,11.5,3,4,3,343,10,0,Loyal Customers,Consistent buyers with high spending - Great for retention programs
10462,8,1,173.21,173.21,26.6,9.0,2,1,3,213,6,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10464,7,1,323.81,323.81,20.8,25.0,3,1,4,314,8,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10468,7,1,364.63,364.63,20.2,26.0,3,1,4,314,8,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10470,10,1,293.04,293.04,16.2,24.0,1,1,4,114,6,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10477,3,1,151.35,151.35,39.0,15.0,4,1,3,413,8,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
10478,2,1,192.99,192.99,535.0,14.0,5,1,3,513,9,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
10480,9,1,291.67,291.67,13.5,12.0,1,1,4,114,6,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10491,1,3,509.51,169.83666666666667,20.766666666666666,17.666666666666668,5,5,5,555,15,5,Occasional Buyers,Average customers - Opportunity for targeted campaigns
10492,7,1,783.04,783.04,61.7,37.0,3,1,5,315,9,1,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10494,5,1,4.32,4.32,50.6,6.0,3,1,1,311,5,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
10495,2,1,255.96,255.96,577.0,7.0,5,1,4,514,10,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
10496,4,2,229.3,114.65,14.8,12.0,4,4,3,443,11,5,Occasional Buyers,Average customers - Opportunity for targeted campaigns
10497,1,1,2.63,2.63,27.0,6.0,5,1,1,511,7,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
10501,1,1,10.68,10.68,13.3,7.0,5,1,1,511,7,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
10503,7,1,826.82,826.82,83.7,54.0,3,1,5,315,9,1,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10507,9,1,119.84,119.84,38.1,10.0,1,1,2,112,4,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10508,3,1,483.51,483.51,30.5,10.0,4,1,5,415,10,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
10513,8,1,218.68,218.68,53.2,21.0,2,1,3,213,6,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10516,4,1,305.18,305.18,12.6,16.0,4,1,4,414,9,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
10518,4,1,699.61,699.61,8.4,45.0,4,1,5,415,10,1,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10519,8,1,416.37,416.37,55.7,25.0,2,1,5,215,8,1,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10524,4,1,68.6,68.6,22.0,6.0,4,1,2,412,7,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
10528,4,1,274.57,274.57,18.8,27.0,4,1,4,414,9,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
10529,4,2,198.86,99.43,27.2,11.5,4,4,3,443,11,5,Occasional Buyers,Average customers - Opportunity for targeted campaigns
10530,8,1,113.19,113.19,33.8,13.0,2,1,2,212,5,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10534,7,1,188.59,188.59,52.9,14.0,3,1,3,313,7,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10535,1,1,198.91,198.91,7.0,11.0,5,1,3,513,9,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
10538,8,1,7.77,7.77,9.7,6.0,2,1,1,211,4,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
10539,3,1,157.65,157.65,21.9,18.0,4,1,3,413,8,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
